mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	4.0		0	0	2/2	2	1	1		1	1		0	48	C3	3	5
1	1	1	1	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	0
1	1	3/2	3/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	1
1	1	2	2	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		0	72	C5	5	2
1	1	3	3	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		1	67	G4	4	3
1	1	7/2	7/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		4	64	E4	4	4
2	2	4	4	3.0		0	0	2/2	2	1	3/4		1/2	3/2		0	48	C3	3	13
2	2	4	4	1.0		0	0	2/2	1	1	1/4		1/4	1		0	60	C4	4	6
2	2	5	5	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		4	64	E4	4	7
2	2	11/2	11/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		1	67	G4	4	8
2	2	6	6	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		0	72	C5	5	9
2	2	13/2	13/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		1	67	G4	4	10
2	2	7	7	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	48	C3	3	14
2	2	7	7	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	E5	5	11
2	2	15/2	15/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	12
3	3	8	8	1.0		0	0	2/2	2	1	1/4		1/4	1		-1	41	F2	2	21
3	3	8	8	0.5		0	0	2/2	1	1	1/8		1/8	1		5	71	B4	4	15
3	3	17/2	17/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		3	69	A4	4	16
3	3	9	9	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-1	53	F3	3	22
3	3	9	9	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		8	80	G#5	5	17
3	3	19/2	19/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	18
3	3	10	10	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		1	55	G3	3	23
3	3	10	10	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		0	72	C5	5	19
3	3	11	11	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		1	43	G2	2	24
3	3	11	11	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		5	71	B4	4	20
4	4	12	12	2.0		0	0	2/2	2	1	1/2		1/2	1		0	48	C3	3	30
4	4	12	12	1.0		0	0	2/2	1	1	1/4		1/4	1		5	71	B4	4	25
4	4	13	13	1.5		1/4	1/4	2/2	1	1	3/8		1/4	3/2		0	72	C5	5	26
4	4	14	14	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		4	52	E3	3	31
4	4	29/2	29/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		-1	77	F5	5	27
4	4	15	15	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	48	C3	3	32
4	4	15	15	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		4	76	E5	5	28
4	4	31/2	31/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	29
5	5	16	16	1.0		0	0	2/2	2	1	1/4		1/4	1		-1	41	F2	2	39
5	5	16	16	0.5		0	0	2/2	1	1	1/8		1/8	1		5	71	B4	4	33
5	5	33/2	33/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		3	69	A4	4	34
5	5	17	17	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-1	53	F3	3	40
5	5	17	17	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		8	80	G#5	5	35
5	5	35/2	35/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	36
5	5	18	18	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		1	55	G3	3	41
5	5	18	18	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		0	72	C5	5	37
5	5	19	19	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		1	43	G2	2	42
5	5	19	19	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		5	71	B4	4	38
6	6	20	20	2.0		0	0	2/2	2	1	1/2		1/2	1		0	48	C3	3	46
6	6	20	20	1.0		0	0	2/2	1	1	1/4		1/4	1		5	71	B4	4	43
6	6	21	21	2.0		1/4	1/4	2/2	1	1	1/2		1/2	1		0	72	C5	5	44
6	6	22	22	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		4	52	E3	3	47
6	6	23	23	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	48	C3	3	48
6	6	23	23	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		4	76	E5	5	45
7	7	24	24	0.0		0	0	2/2	1	1	0	grace16	1/32	2/3		1	79	G5	5	49
7	7	24	24	3.0		0	0	2/2	2	1	3/4		1/2	3/2		2	50	D3	3	58
7	7	24	24	0.3333333333333333		0	0	2/2	1	1	1/12		1/8	2/3		-1	77	F5	5	50
